Date,Open,High,Low,Close,Volume,Close_Chg,Reg_5,Reg_10,EMA_20,EMA20_Cnt,EM_Diff_By_ATR,Curr_Supp,Prev_Supp,Curr_Res,Prev_Res,Signal_B,Signal_SL,Trail_Price,Signal_SP,PnL,Present_Value,Support,EMA20_Sig,Reg_Cross_Sig,Fib_Status
2014-01-01,57.28,58.29,54.65,56.38,43252.0,,0.0,0.0,56.38,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-02,58.5,63.98,56.49,59.92,202579.0,6.3,0.0,0.0,58.24,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-03,59.52,62.99,59.52,61.25,39414.0,2.2,0.0,0.0,59.34,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-06,62.25,62.25,58.75,59.62,20084.0,-2.7,0.0,0.0,59.42,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-07,60.5,62.75,59.3,60.04,31689.0,0.7,60.846000000000004,0.0,59.57,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-08,61.25,62.0,60.0,60.58,16048.0,0.9,60.303999999999995,0.0,59.79,1.0,0.04,0.0,0.0,60.846000000000004,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-01-09,61.82,61.82,57.5,57.89,14756.0,-4.4,58.723999999999975,0.0,59.43,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Cross_Blw_20EMA,Reg5_Abv_Reg10,
2014-01-10,56.36,58.98,55.55,56.05,18308.0,-3.2,56.97800000000004,0.0,58.84,0.0,-0.05,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-01-13,56.05,57.75,55.04,57.24,9152.0,2.1,56.33399999999996,0.0,58.59,0.0,-0.07,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-01-14,56.75,60.0,56.75,59.52,13631.0,4.0,57.70199999999998,58.27218181818185,58.73,1.0,-0.04,56.33399999999996,0.0,0.0,0.0,59.52,56.52,0.0,,0.0,0.0,Price_Abv_Supp,Cross_Abv_20EMA,Cross_Down,
2014-01-15,59.76,61.12,58.09,60.22,11187.0,1.2,59.80999999999996,58.252000000000024,58.94,2.0,-0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Cross_Up,
2014-01-16,60.22,61.7,58.88,60.3,15333.0,0.1,60.96200000000006,58.757999999999974,59.13,3.0,0.02,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-01-17,60.25,61.25,58.89,59.59,9069.0,-1.2,60.469999999999985,59.26400000000001,59.19,4.0,0.03,0.0,0.0,60.96200000000006,60.846000000000004,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-01-20,59.98,60.51,59.28,60.06,5728.0,0.8,60.02800000000001,59.696909090909045,59.3,5.0,0.04,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-01-21,60.0,60.5,59.01,59.54,5204.0,-0.9,59.62200000000006,60.010181818181856,59.33,6.0,0.04,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Cross_Down,
