Date,Open,High,Low,Close,Volume,Close_Chg,Reg_5,Reg_10,EMA_20,EMA20_Cnt,EM_Diff_By_ATR,Curr_Supp,Prev_Supp,Curr_Res,Prev_Res,Signal_B,Signal_SL,Trail_Price,Signal_SP,PnL,Present_Value,Support,EMA20_Sig,Reg_Cross_Sig,Fib_Status
2014-01-01,334.0,334.9,331.5,332.58,1123109.0,,0.0,0.0,332.58,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-02,332.5,337.38,326.77,328.5,1807248.0,-1.2,0.0,0.0,330.44,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-03,326.0,333.0,325.0,331.55,1628296.0,0.9,0.0,0.0,330.85,,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-06,331.5,331.5,328.5,330.85,1490855.0,-0.2,0.0,0.0,330.85,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-07,333.55,335.48,326.65,332.2,1974230.0,0.4,331.454,0.0,331.17,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-08,332.6,333.48,330.0,332.35,1162370.0,0.0,332.75999999999993,0.0,331.42,1.0,0.02,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-01-09,331.6,333.02,328.55,331.48,944368.0,-0.3,331.9579999999997,0.0,331.43,2.0,0.02,0.0,0.0,332.75999999999993,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-01-10,331.48,337.35,328.15,331.02,1537627.0,-0.1,331.5040000000002,0.0,331.36,0.0,0.01,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Cross_Blw_20EMA,Reg5_Abv_Reg10,
2014-01-13,330.05,338.48,328.45,336.42,1188145.0,1.6,334.1159999999999,0.0,332.17,1.0,0.06,331.5040000000002,0.0,0.0,0.0,336.42,325.42,0.0,,0.0,0.0,Price_Crs_Abv_Supp,Cross_Abv_20EMA,Reg5_Abv_Reg10,
2014-01-14,334.52,338.0,334.15,336.15,894280.0,-0.1,335.9919999999998,334.6816363636364,332.77,2.0,0.1,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-01-15,336.5,341.35,334.8,340.28,1156960.0,1.2,339.616,337.4889090909091,333.84,3.0,0.17,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-01-16,342.2,342.5,335.18,336.52,1125294.0,-1.1,339.0500000000002,337.7612727272727,334.21,4.0,0.16,0.0,0.0,339.616,332.75999999999993,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-01-17,337.5,337.5,329.52,332.5,10843714.0,-1.2,334.87999999999954,336.8174545454545,333.98,0.0,0.11,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,Price_Crs_Abv_Supp,Cross_Blw_20EMA,Cross_Down,
2014-01-20,334.05,338.35,333.2,335.02,1400092.0,0.8,334.0860000000002,336.5523636363634,334.12,1.0,0.1,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Cross_Abv_20EMA,Reg5_Blw_Reg10,
2014-01-21,336.48,339.4,335.0,338.05,1562981.0,0.9,335.28199999999987,337.3765454545455,334.6,2.0,0.13,334.0860000000002,331.5040000000002,0.0,0.0,,,0.0,,0.0,0.0,Price_Abv_Supp,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-01-22,337.75,342.35,337.32,338.55,1758334.0,0.1,338.0500000000002,338.0843636363633,335.07,3.0,0.16,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-01-23,337.5,340.55,336.38,339.75,1370685.0,0.4,340.38,338.69454545454545,335.61,4.0,0.19,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Cross_Up,
2014-01-24,335.0,337.48,331.85,336.7,2210725.0,-0.9,338.6259999999997,337.70799999999974,335.74,5.0,0.17,0.0,0.0,340.38,339.616,,,0.0,,0.0,0.0,Price_Crs_Abv_Supp,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-01-27,332.45,332.45,322.8,324.6,4265112.0,-3.6,329.7800000000002,333.3116363636365,334.49,0.0,-0.01,0.0,0.0,0.0,0.0,,325.42,0.0,,-3267.0,96527.1715156,0.0,Cross_Blw_20EMA,Cross_Down,
2014-01-28,324.0,328.0,319.3,322.23,4598856.0,-0.7,322.80800000000005,328.68727272727256,333.14,0.0,-0.16,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-01-29,323.75,325.45,320.27,322.73,2742731.0,0.2,319.50000000000006,325.8209090909089,332.01,0.0,-0.26,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-01-30,318.75,319.95,313.82,315.9,2856365.0,-2.1,315.73799999999994,320.80036363636407,330.29,0.0,-0.4,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-01-31,315.0,318.15,312.55,314.25,2405246.0,-0.5,314.53599999999983,315.53054545454563,328.59,0.0,-0.53,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-02-03,314.98,317.0,312.55,313.25,1194205.0,-0.3,312.3839999999997,311.4147272727273,326.98,0.0,-0.63,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Cross_Up,
2014-02-04,310.82,317.75,308.4,315.3,1852326.0,0.7,312.78400000000016,309.8005454545456,325.77,0.0,-0.64,312.3839999999997,334.0860000000002,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-05,315.5,319.9,312.55,318.73,1726346.0,1.1,316.82800000000043,310.71218181818165,325.05,0.0,-0.61,312.78400000000016,312.3839999999997,0.0,0.0,,,0.0,,0.0,0.0,Price_Crs_Abv_Supp,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-06,319.38,324.8,314.75,323.5,3366736.0,1.5,321.8019999999998,314.5927272727277,324.89,0.0,-0.49,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-07,326.2,327.25,321.05,323.88,1007367.0,0.1,324.8240000000002,318.88090909090903,324.79,0.0,-0.42,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-10,323.82,325.08,318.0,321.95,1570205.0,-0.6,324.36200000000076,320.7816363636364,324.5,0.0,-0.38,0.0,0.0,324.8240000000002,340.38,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-11,323.0,323.58,319.65,322.4,1116214.0,0.1,323.2500000000003,322.5083636363634,324.29,0.0,-0.34,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-12,323.3,326.4,321.82,322.73,1609240.0,0.1,322.2880000000006,324.4398181818183,324.13,0.0,-0.31,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Cross_Down,
2014-02-13,323.0,324.0,315.62,316.25,788800.0,-2.0,318.5459999999995,322.7667272727277,323.35,0.0,-0.35,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-02-14,317.0,321.92,314.68,320.9,1062278.0,1.5,319.1960000000006,322.3509090909089,323.11,0.0,-0.31,318.5459999999995,312.78400000000016,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-02-17,321.0,326.0,320.55,325.2,912530.0,1.3,322.2500000000002,322.8578181818181,323.32,1.0,-0.23,319.1960000000006,318.5459999999995,0.0,0.0,325.2,315.2,0.0,,0.0,0.0,Price_Crs_Abv_Cur_Res,Cross_Abv_20EMA,Reg5_Blw_Reg10,
2014-02-18,324.25,332.2,323.7,330.2,1254918.0,1.5,327.8339999999998,324.8501818181816,323.99,2.0,-0.1,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,Price_Crs_Abv_Cur_Res,Close_GT_20EMA,Cross_Up,
2014-02-19,328.1,336.12,327.5,335.02,1015237.0,1.5,334.8820000000002,328.38090909090874,325.07,3.0,0.06,0.0,0.0,0.0,0.0,,,321.85044,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-02-20,332.9,333.72,330.42,331.38,862109.0,-1.1,334.6959999999998,330.71963636363654,325.69,4.0,0.13,0.0,0.0,334.8820000000002,324.8240000000002,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-02-21,329.92,334.8,329.85,332.2,760968.0,0.2,333.83600000000024,332.98781818181885,326.32,5.0,0.19,0.0,0.0,0.0,0.0,,,325.2,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-02-24,331.05,336.5,327.88,335.5,1254746.0,1.0,334.41600000000017,335.5561818181819,327.21,6.0,0.27,333.83600000000024,319.1960000000006,0.0,0.0,,,328.5,,0.0,0.0,Price_Crs_Abv_Supp,Close_GT_20EMA,Cross_Down,
2014-02-25,337.0,338.0,333.0,335.55,1005140.0,0.0,334.9660000000001,337.4927272727274,328.02,7.0,0.33,334.41600000000017,333.83600000000024,0.0,0.0,,,328.55,,0.0,0.0,Price_Crs_Abv_Supp,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-02-26,335.0,339.6,334.28,338.7,1137835.0,0.9,338.26400000000024,339.8661818181819,329.06,8.0,0.42,334.9660000000001,334.41600000000017,0.0,0.0,,,331.7,,0.0,0.0,Price_Crs_Abv_Supp,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-02-28,341.0,341.45,332.58,334.8,1225896.0,-1.2,337.0300000000004,338.72527272727217,329.61,9.0,0.41,0.0,0.0,338.26400000000024,334.8820000000002,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-03-03,332.6,336.0,331.6,333.1,919608.0,-0.5,334.42000000000064,336.9152727272719,329.95,10.0,0.39,0.0,0.0,0.0,0.0,,,0.0,331.7,1719.930496,98247.1020116,0.0,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-03-04,333.0,336.92,332.12,335.85,1610967.0,0.8,334.60000000000036,336.2498181818187,330.52,11.0,0.4,334.42000000000064,334.9660000000001,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-03-05,336.75,337.5,331.25,334.88,1001746.0,-0.3,334.1480000000005,335.6683636363635,330.94,12.0,0.39,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-03-06,336.5,338.85,334.05,337.8,1237170.0,0.9,336.84200000000016,336.80436363636346,331.6,13.0,0.42,334.1480000000005,334.42000000000064,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Cross_Up,
2014-03-07,339.8,357.45,338.1,355.72,5691892.0,5.3,348.908,343.2512727272725,333.92,14.0,0.58,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-03-10,353.25,368.45,350.0,367.22,6530963.0,3.2,363.01000000000045,352.50727272727295,337.11,15.0,0.79,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-03-11,367.25,370.0,359.78,362.58,3250118.0,-1.3,368.60400000000004,358.91018181818134,339.56,16.0,0.9,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-03-12,360.62,366.5,358.25,362.78,1777554.0,0.1,368.5840000000005,363.9150909090898,341.78,17.0,0.98,0.0,0.0,368.60400000000004,338.26400000000024,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-03-13,363.75,374.75,363.75,371.18,2862113.0,2.3,369.1919999999998,370.9665454545459,344.6,18.0,1.08,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Cross_Down,
2014-03-14,367.5,369.95,362.0,366.08,3052120.0,-1.4,367.23200000000026,373.704545454545,346.66,19.0,1.09,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-03-18,367.7,372.4,364.15,367.0,2025681.0,0.3,368.35199999999884,374.7141818181817,348.6,20.0,1.1,367.23200000000026,334.1480000000005,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-03-19,370.0,371.65,367.88,369.22,1513784.0,0.6,368.99200000000195,375.19163636363817,350.58,21.0,1.15,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-03-20,369.22,369.22,364.0,365.1,1298771.0,-1.1,365.91200000000026,372.2316363636357,351.97,22.0,1.12,0.0,0.0,368.99200000000195,368.60400000000004,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-03-21,367.58,368.75,365.6,366.92,1881398.0,0.5,366.8199999999992,368.83599999999893,353.4,23.0,1.12,365.91200000000026,367.23200000000026,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-03-22,368.0,368.0,364.72,366.2,105882.0,-0.2,366.1080000000005,367.1872727272729,354.62,24.0,1.11,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Blw_Reg10,
2014-03-24,367.25,376.45,367.0,375.32,2928465.0,2.5,371.2120000000004,370.4174545454544,356.6,25.0,1.12,366.1080000000005,365.91200000000026,0.0,0.0,375.32,363.32,0.0,,0.0,0.0,Price_Abv_Supp,Close_GT_20EMA,Cross_Up,
2014-03-25,375.0,380.28,373.88,375.08,2007773.0,-0.1,375.3960000000012,372.1949090909091,358.36,26.0,1.14,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-03-26,376.4,378.15,372.05,373.02,2352328.0,-0.5,375.5240000000002,372.6189090909082,359.76,27.0,1.11,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
2014-03-27,375.0,380.38,371.0,373.38,6138733.0,0.1,375.0119999999983,374.2887272727262,361.06,28.0,1.05,0.0,0.0,375.5240000000002,368.99200000000195,,,0.0,,0.0,0.0,0.0,Close_GT_20EMA,Reg5_Abv_Reg10,
